,Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros 
796,2016,8,Nou Barris,52,la Prosperitat,88,10739
795,2016,8,Nou Barris,52,la Prosperitat,87,11107
794,2016,8,Nou Barris,52,la Prosperitat,86,11080
793,2016,8,Nou Barris,52,la Prosperitat,85,10409
792,2016,8,Nou Barris,52,la Prosperitat,84,10658
791,2016,8,Nou Barris,52,la Prosperitat,83,10435
790,2016,8,Nou Barris,51,Verdun,82,10685
789,2016,8,Nou Barris,51,Verdun,81,9277
788,2016,8,Nou Barris,51,Verdun,80,10377
787,2016,8,Nou Barris,51,Verdun,79,9284
786,2016,8,Nou Barris,51,Verdun,78,9769
785,2016,8,Nou Barris,51,Verdun,77,8722
784,2016,8,Nou Barris,51,Verdun,76,11455
783,2016,8,Nou Barris,51,Verdun,75,10696
733,2016,8,Nou Barris,45,Porta,25,12182
782,2016,8,Nou Barris,50,les Roquetes,74,9067
780,2016,8,Nou Barris,50,les Roquetes,72,10484
779,2016,8,Nou Barris,50,les Roquetes,71,9927
778,2016,8,Nou Barris,50,les Roquetes,70,9165
777,2016,8,Nou Barris,50,les Roquetes,69,8999
776,2016,8,Nou Barris,50,les Roquetes,68,9412
775,2016,8,Nou Barris,50,les Roquetes,67,10465
774,2016,8,Nou Barris,50,les Roquetes,66,8427
773,2016,8,Nou Barris,50,les Roquetes,65,8594
772,2016,8,Nou Barris,49,Canyelles,64,11151
771,2016,8,Nou Barris,49,Canyelles,63,16018
770,2016,8,Nou Barris,49,Canyelles,62,13018
769,2016,8,Nou Barris,49,Canyelles,61,11492
768,2016,8,Nou Barris,49,Canyelles,60,13589
767,2016,8,Nou Barris,48,la Guineueta,59,12175
781,2016,8,Nou Barris,50,les Roquetes,73,8784
665,2016,7,Horta-Guinardó,37,el Carmel,80,11466
732,2016,8,Nou Barris,45,Porta,24,13269
730,2016,8,Nou Barris,45,Porta,22,13516
695,2016,7,Horta-Guinardó,43,Horta,110,15167
694,2016,7,Horta-Guinardó,43,Horta,109,12391
693,2016,7,Horta-Guinardó,43,Horta,108,14683
692,2016,7,Horta-Guinardó,43,Horta,107,15901
691,2016,7,Horta-Guinardó,43,Horta,106,15089
690,2016,7,Horta-Guinardó,43,Horta,105,15272
689,2016,7,Horta-Guinardó,43,Horta,104,11754
688,2016,7,Horta-Guinardó,43,Horta,103,12582
687,2016,7,Horta-Guinardó,42,la Clota,102,13651
686,2016,7,Horta-Guinardó,41,la Vall d'Hebron,101,14821
685,2016,7,Horta-Guinardó,41,la Vall d'Hebron,100,14435
684,2016,7,Horta-Guinardó,41,la Vall d'Hebron,99,15444
683,2016,7,Horta-Guinardó,41,la Vall d'Hebron,98,18681
682,2016,7,Horta-Guinardó,40,Montbau,97,15303
681,2016,7,Horta-Guinardó,40,Montbau,96,12539
680,2016,7,Horta-Guinardó,40,Montbau,95,14264
679,2016,7,Horta-Guinardó,40,Montbau,94,13847
678,2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,93,12986
677,2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,92,10684
676,2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,91,12636
675,2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,90,12439
674,2016,7,Horta-Guinardó,39,Sant Genís dels Agudells,89,14097
673,2016,7,Horta-Guinardó,38,la Teixonera,88,11314
672,2016,7,Horta-Guinardó,38,la Teixonera,87,12450
671,2016,7,Horta-Guinardó,38,la Teixonera,86,11681
670,2016,7,Horta-Guinardó,38,la Teixonera,85,12351
669,2016,7,Horta-Guinardó,38,la Teixonera,84,11746
668,2016,7,Horta-Guinardó,38,la Teixonera,83,11659
667,2016,7,Horta-Guinardó,38,la Teixonera,82,11493
696,2016,7,Horta-Guinardó,43,Horta,111,17448
697,2016,7,Horta-Guinardó,43,Horta,112,14694
698,2016,7,Horta-Guinardó,43,Horta,113,13264
699,2016,7,Horta-Guinardó,43,Horta,114,15620
729,2016,8,Nou Barris,45,Porta,21,12757
728,2016,8,Nou Barris,45,Porta,20,13747
727,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,19,12195
726,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,18,13341
725,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,17,14814
724,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,16,12390
723,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,15,11971
722,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,14,12445
721,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,13,13990
720,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,12,13440
719,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,11,15353
718,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,10,14363
717,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,9,12748
716,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8,14599
731,2016,8,Nou Barris,45,Porta,23,12070
715,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,7,14571
713,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,5,13841
712,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,4,12839
711,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3,13350
710,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2,15172
709,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,1,13366
708,2016,7,Horta-Guinardó,43,Horta,123,14276
707,2016,7,Horta-Guinardó,43,Horta,122,13563
706,2016,7,Horta-Guinardó,43,Horta,121,12399
705,2016,7,Horta-Guinardó,43,Horta,120,13727
704,2016,7,Horta-Guinardó,43,Horta,119,12727
703,2016,7,Horta-Guinardó,43,Horta,118,14577
702,2016,7,Horta-Guinardó,43,Horta,117,12736
701,2016,7,Horta-Guinardó,43,Horta,116,13740
700,2016,7,Horta-Guinardó,43,Horta,115,17277
714,2016,8,Nou Barris,44,Vilapicina i la Torre Llobeta,6,14196
1066,2016,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,236,13028
0,2017,1,Ciutat Vella,1,el Raval,1,10614
1063,2017,10,Sant Martí,73,la Verneda i la Pau,143,10913
363,2017,4,Les Corts,19,les Corts,20,21478
362,2017,4,Les Corts,19,les Corts,19,25639
361,2017,4,Les Corts,19,les Corts,18,20859
360,2017,4,Les Corts,19,les Corts,17,20028
359,2017,4,Les Corts,19,les Corts,16,20144
358,2017,4,Les Corts,19,les Corts,15,20173
357,2017,4,Les Corts,19,les Corts,14,20157
356,2017,4,Les Corts,19,les Corts,13,20964
355,2017,4,Les Corts,19,les Corts,12,19019
354,2017,4,Les Corts,19,les Corts,11,19941
353,2017,4,Les Corts,19,les Corts,10,20010
352,2017,4,Les Corts,19,les Corts,9,18240
351,2017,4,Les Corts,19,les Corts,8,16613
350,2017,4,Les Corts,19,les Corts,7,15190
349,2017,4,Les Corts,19,les Corts,6,18270
348,2017,4,Les Corts,19,les Corts,5,17016
347,2017,4,Les Corts,19,les Corts,4,18331
346,2017,4,Les Corts,19,les Corts,3,19084
345,2017,4,Les Corts,19,les Corts,2,20150
344,2017,4,Les Corts,19,les Corts,1,17305
343,2017,3,Sants-Montjuïc,13,la Marina de Port,213,9884
342,2017,3,Sants-Montjuïc,13,la Marina de Port,212,11958
341,2017,3,Sants-Montjuïc,13,la Marina de Port,211,12937
340,2017,3,Sants-Montjuïc,18,Sants,114,19184
339,2017,3,Sants-Montjuïc,18,Sants,113,20269
338,2017,3,Sants-Montjuïc,18,Sants,112,18521
337,2017,3,Sants-Montjuïc,18,Sants,111,14844
336,2017,3,Sants-Montjuïc,18,Sants,110,15548
335,2017,3,Sants-Montjuïc,18,Sants,109,14745
364,2017,4,Les Corts,19,les Corts,21,24319
334,2017,3,Sants-Montjuïc,18,Sants,108,14173
365,2017,4,Les Corts,19,les Corts,22,20594
367,2017,4,Les Corts,19,les Corts,24,30210
396,2017,4,Les Corts,21,Pedralbes,53,21590
395,2017,4,Les Corts,21,Pedralbes,52,30210
394,2017,4,Les Corts,21,Pedralbes,51,20472
393,2017,4,Les Corts,21,Pedralbes,50,30210
392,2017,4,Les Corts,20,la Maternitat i Sant Ramon,49,25776
391,2017,4,Les Corts,20,la Maternitat i Sant Ramon,48,20624
390,2017,4,Les Corts,20,la Maternitat i Sant Ramon,47,18800
389,2017,4,Les Corts,20,la Maternitat i Sant Ramon,46,23465
388,2017,4,Les Corts,20,la Maternitat i Sant Ramon,45,16170
387,2017,4,Les Corts,20,la Maternitat i Sant Ramon,44,15863
386,2017,4,Les Corts,20,la Maternitat i Sant Ramon,43,20679
385,2017,4,Les Corts,20,la Maternitat i Sant Ramon,42,14987
384,2017,4,Les Corts,20,la Maternitat i Sant Ramon,41,14769
383,2017,4,Les Corts,20,la Maternitat i Sant Ramon,40,13871
382,2017,4,Les Corts,20,la Maternitat i Sant Ramon,39,17074
381,2017,4,Les Corts,20,la Maternitat i Sant Ramon,38,17985
380,2017,4,Les Corts,20,la Maternitat i Sant Ramon,37,17247
379,2017,4,Les Corts,20,la Maternitat i Sant Ramon,36,15724
378,2017,4,Les Corts,19,les Corts,35,20417
377,2017,4,Les Corts,19,les Corts,34,22429
376,2017,4,Les Corts,19,les Corts,33,17719
375,2017,4,Les Corts,19,les Corts,32,18059
374,2017,4,Les Corts,19,les Corts,31,17123
373,2017,4,Les Corts,19,les Corts,30,21248
372,2017,4,Les Corts,19,les Corts,29,24289
371,2017,4,Les Corts,19,les Corts,28,18611
370,2017,4,Les Corts,19,les Corts,27,18424
369,2017,4,Les Corts,19,les Corts,26,20121
368,2017,4,Les Corts,19,les Corts,25,18982
366,2017,4,Les Corts,19,les Corts,23,30210
333,2017,3,Sants-Montjuïc,18,Sants,107,15499
332,2017,3,Sants-Montjuïc,18,Sants,106,13767
331,2017,3,Sants-Montjuïc,18,Sants,105,13231
296,2017,3,Sants-Montjuïc,17,Sants - Badal,70,12214
295,2017,3,Sants-Montjuïc,16,la Bordeta,69,15426
294,2017,3,Sants-Montjuïc,16,la Bordeta,68,13028
293,2017,3,Sants-Montjuïc,16,la Bordeta,67,14286
292,2017,3,Sants-Montjuïc,16,la Bordeta,66,13767
291,2017,3,Sants-Montjuïc,16,la Bordeta,65,15333
290,2017,3,Sants-Montjuïc,16,la Bordeta,64,14114
289,2017,3,Sants-Montjuïc,16,la Bordeta,63,13374
288,2017,3,Sants-Montjuïc,16,la Bordeta,62,13788
287,2017,3,Sants-Montjuïc,16,la Bordeta,61,13520
286,2017,3,Sants-Montjuïc,16,la Bordeta,60,15769
285,2017,3,Sants-Montjuïc,16,la Bordeta,59,12427
284,2017,3,Sants-Montjuïc,16,la Bordeta,58,15958
283,2017,3,Sants-Montjuïc,16,la Bordeta,57,13301
282,2017,3,Sants-Montjuïc,15,Hostafrancs,56,14462
281,2017,3,Sants-Montjuïc,15,Hostafrancs,55,14268
280,2017,3,Sants-Montjuïc,15,Hostafrancs,54,14465
279,2017,3,Sants-Montjuïc,15,Hostafrancs,53,12955
278,2017,3,Sants-Montjuïc,15,Hostafrancs,52,12320
277,2017,3,Sants-Montjuïc,15,Hostafrancs,51,12162
276,2017,3,Sants-Montjuïc,15,Hostafrancs,50,14854
275,2017,3,Sants-Montjuïc,15,Hostafrancs,49,14809
274,2017,3,Sants-Montjuïc,15,Hostafrancs,48,17016
273,2017,3,Sants-Montjuïc,15,Hostafrancs,47,13228
272,2017,3,Sants-Montjuïc,14,la Font de la Guatlla,46,18309
271,2017,3,Sants-Montjuïc,14,la Font de la Guatlla,45,14554
270,2017,3,Sants-Montjuïc,14,la Font de la Guatlla,44,12904
269,2017,3,Sants-Montjuïc,14,la Font de la Guatlla,43,14074
268,2017,3,Sants-Montjuïc,14,la Font de la Guatlla,42,13524
297,2017,3,Sants-Montjuïc,17,Sants - Badal,71,11883
298,2017,3,Sants-Montjuïc,17,Sants - Badal,72,12404
299,2017,3,Sants-Montjuïc,17,Sants - Badal,73,14562
300,2017,3,Sants-Montjuïc,17,Sants - Badal,74,13527
330,2017,3,Sants-Montjuïc,18,Sants,104,13313
329,2017,3,Sants-Montjuïc,18,Sants,103,14780
328,2017,3,Sants-Montjuïc,18,Sants,102,14227
327,2017,3,Sants-Montjuïc,18,Sants,101,13613
326,2017,3,Sants-Montjuïc,18,Sants,100,14399
325,2017,3,Sants-Montjuïc,18,Sants,99,13905
324,2017,3,Sants-Montjuïc,18,Sants,98,12906
323,2017,3,Sants-Montjuïc,18,Sants,97,10467
322,2017,3,Sants-Montjuïc,18,Sants,96,13369
321,2017,3,Sants-Montjuïc,18,Sants,95,14460
320,2017,3,Sants-Montjuïc,18,Sants,94,16467
319,2017,3,Sants-Montjuïc,18,Sants,93,15766
318,2017,3,Sants-Montjuïc,18,Sants,92,15147
317,2017,3,Sants-Montjuïc,18,Sants,91,16111
397,2017,4,Les Corts,21,Pedralbes,54,23775
316,2017,3,Sants-Montjuïc,18,Sants,90,17411
314,2017,3,Sants-Montjuïc,18,Sants,88,14871
313,2017,3,Sants-Montjuïc,18,Sants,87,17011
312,2017,3,Sants-Montjuïc,18,Sants,86,18839
311,2017,3,Sants-Montjuïc,17,Sants - Badal,85,14908
310,2017,3,Sants-Montjuïc,17,Sants - Badal,84,15003
309,2017,3,Sants-Montjuïc,17,Sants - Badal,83,14851
308,2017,3,Sants-Montjuïc,17,Sants - Badal,82,16073
307,2017,3,Sants-Montjuïc,17,Sants - Badal,81,14729
306,2017,3,Sants-Montjuïc,17,Sants - Badal,80,13398
305,2017,3,Sants-Montjuïc,17,Sants - Badal,79,12126
304,2017,3,Sants-Montjuïc,17,Sants - Badal,78,13317
303,2017,3,Sants-Montjuïc,17,Sants - Badal,77,13515
302,2017,3,Sants-Montjuïc,17,Sants - Badal,76,12975
301,2017,3,Sants-Montjuïc,17,Sants - Badal,75,13076
315,2017,3,Sants-Montjuïc,18,Sants,89,16489
267,2017,3,Sants-Montjuïc,14,la Font de la Guatlla,41,13640
398,2017,4,Les Corts,21,Pedralbes,55,30210
400,2017,4,Les Corts,20,la Maternitat i Sant Ramon,84,22308
496,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,96,18332
495,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,95,18725
494,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,94,25481
493,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,93,22232
492,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,92,26847
491,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,91,20081
490,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,90,20174
489,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,89,21729
488,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,88,20058
487,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,87,20829
486,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,86,19806
485,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,85,17383
484,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,84,19593
483,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,83,19716
482,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,82,18723
481,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,81,20108
480,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,80,20940
479,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,79,20892
478,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,78,22399
477,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,77,23428
476,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,76,22683
475,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,75,23933
474,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,74,25406
473,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,73,22117
472,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,72,23025
471,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,71,19661
470,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,70,21586
469,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,69,21886
468,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,68,23567
497,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,97,21098
467,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,67,25178
498,2017,5,Sarrià-Sant Gervasi,27,el Putget i Farró,98,19680
500,2017,6,Gràcia,28,Vallcarca i els Penitents,2,16564
529,2017,6,Gràcia,31,Vila de Gràcia,32,16509
528,2017,6,Gràcia,31,Vila de Gràcia,31,16811
527,2017,6,Gràcia,31,Vila de Gràcia,30,15083
526,2017,6,Gràcia,31,Vila de Gràcia,29,17353
525,2017,6,Gràcia,31,Vila de Gràcia,28,15529
524,2017,6,Gràcia,30,la Salut,27,18426
523,2017,6,Gràcia,30,la Salut,26,17723
522,2017,6,Gràcia,30,la Salut,25,18589
521,2017,6,Gràcia,30,la Salut,24,16907
520,2017,6,Gràcia,30,la Salut,23,22542
519,2017,6,Gràcia,30,la Salut,22,17058
518,2017,6,Gràcia,30,la Salut,21,18516
517,2017,6,Gràcia,30,la Salut,20,16441
516,2017,6,Gràcia,30,la Salut,19,16078
515,2017,6,Gràcia,30,la Salut,18,15821
514,2017,6,Gràcia,29,el Coll,17,13526
513,2017,6,Gràcia,29,el Coll,16,13038
512,2017,6,Gràcia,29,el Coll,15,13118
511,2017,6,Gràcia,29,el Coll,14,15628
510,2017,6,Gràcia,29,el Coll,13,16082
509,2017,6,Gràcia,28,Vallcarca i els Penitents,12,21383
508,2017,6,Gràcia,28,Vallcarca i els Penitents,11,18117
507,2017,6,Gràcia,28,Vallcarca i els Penitents,10,18022
506,2017,6,Gràcia,28,Vallcarca i els Penitents,9,23111
505,2017,6,Gràcia,28,Vallcarca i els Penitents,8,16886
504,2017,6,Gràcia,28,Vallcarca i els Penitents,7,18284
503,2017,6,Gràcia,28,Vallcarca i els Penitents,6,21016
502,2017,6,Gràcia,28,Vallcarca i els Penitents,4,16714
501,2017,6,Gràcia,28,Vallcarca i els Penitents,3,15814
499,2017,6,Gràcia,28,Vallcarca i els Penitents,1,16915
466,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,66,27726
465,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,65,22850
464,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,64,23020
429,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,29,30210
428,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,28,30210
427,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,27,30210
426,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,26,30210
425,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,25,30210
424,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,24,30210
423,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,23,19654
422,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,22,30210
421,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,21,23477
420,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,20,25730
419,2017,5,Sarrià-Sant Gervasi,23,Sarrià,19,27330
418,2017,5,Sarrià-Sant Gervasi,23,Sarrià,18,21720
417,2017,5,Sarrià-Sant Gervasi,23,Sarrià,17,30210
416,2017,5,Sarrià-Sant Gervasi,23,Sarrià,16,19067
415,2017,5,Sarrià-Sant Gervasi,23,Sarrià,15,21829
414,2017,5,Sarrià-Sant Gervasi,23,Sarrià,14,24407
413,2017,5,Sarrià-Sant Gervasi,23,Sarrià,13,22940
412,2017,5,Sarrià-Sant Gervasi,23,Sarrià,12,20246
411,2017,5,Sarrià-Sant Gervasi,23,Sarrià,11,22673
410,2017,5,Sarrià-Sant Gervasi,23,Sarrià,10,17516
409,2017,5,Sarrià-Sant Gervasi,23,Sarrià,9,22985
408,2017,5,Sarrià-Sant Gervasi,23,Sarrià,8,26342
407,2017,5,Sarrià-Sant Gervasi,23,Sarrià,7,25829
406,2017,5,Sarrià-Sant Gervasi,23,Sarrià,6,30210
405,2017,5,Sarrià-Sant Gervasi,23,Sarrià,5,25314
404,2017,5,Sarrià-Sant Gervasi,23,Sarrià,4,30210
403,2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,21559
402,2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,22261
401,2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,13232
430,2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,30,30210
431,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,31,30210
432,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,32,30210
433,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,33,25303
463,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,63,26341
462,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,62,25357
461,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,61,21435
460,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,60,30210
459,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,59,28863
458,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,58,30210
457,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,57,30045
456,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,56,28777
455,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,55,30210
454,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,54,30210
453,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,53,30210
452,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,52,30210
451,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,51,29516
450,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,50,23796
399,2017,4,Les Corts,21,Pedralbes,56,30210
449,2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,49,30210
447,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,47,27048
446,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,46,30210
445,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,45,24665
444,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44,20123
443,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,43,21908
442,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,42,21924
441,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41,21041
440,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40,20048
439,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,39,26470
438,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,38,20666
437,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,37,20794
436,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,36,30210
435,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,35,30210
434,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,34,22732
448,2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,48,27018
266,2017,3,Sants-Montjuïc,14,la Font de la Guatlla,40,16363
265,2017,3,Sants-Montjuïc,13,la Marina de Port,39,9361
264,2017,3,Sants-Montjuïc,13,la Marina de Port,38,9034
96,2017,2,Eixample,6,la Sagrada Família,43,17255
95,2017,2,Eixample,6,la Sagrada Família,42,18915
94,2017,2,Eixample,6,la Sagrada Família,41,16200
93,2017,2,Eixample,6,la Sagrada Família,40,14881
92,2017,2,Eixample,6,la Sagrada Família,39,15339
91,2017,2,Eixample,6,la Sagrada Família,38,17947
90,2017,2,Eixample,6,la Sagrada Família,37,17832
89,2017,2,Eixample,6,la Sagrada Família,36,18445
88,2017,2,Eixample,6,la Sagrada Família,35,16534
87,2017,2,Eixample,6,la Sagrada Família,34,13484
86,2017,2,Eixample,6,la Sagrada Família,33,15861
85,2017,2,Eixample,6,la Sagrada Família,32,16754
84,2017,2,Eixample,6,la Sagrada Família,31,18169
83,2017,2,Eixample,6,la Sagrada Família,30,12686
82,2017,2,Eixample,6,la Sagrada Família,29,15762
81,2017,2,Eixample,6,la Sagrada Família,28,15838
80,2017,2,Eixample,6,la Sagrada Família,27,17146
79,2017,2,Eixample,6,la Sagrada Família,26,15845
78,2017,2,Eixample,6,la Sagrada Família,25,14286
77,2017,2,Eixample,6,la Sagrada Família,24,15027
76,2017,2,Eixample,6,la Sagrada Família,23,16656
75,2017,2,Eixample,6,la Sagrada Família,22,15372
74,2017,2,Eixample,6,la Sagrada Família,21,15222
73,2017,2,Eixample,5,el Fort Pienc,20,14801
72,2017,2,Eixample,5,el Fort Pienc,19,16261
71,2017,2,Eixample,5,el Fort Pienc,18,18180
70,2017,2,Eixample,5,el Fort Pienc,17,17521
69,2017,2,Eixample,5,el Fort Pienc,16,17476
68,2017,2,Eixample,5,el Fort Pienc,15,13730
97,2017,2,Eixample,6,la Sagrada Família,44,14794
67,2017,2,Eixample,5,el Fort Pienc,14,13150
98,2017,2,Eixample,6,la Sagrada Família,45,17601
100,2017,2,Eixample,6,la Sagrada Família,47,16025
129,2017,2,Eixample,7,la Dreta de l'Eixample,76,21747
128,2017,2,Eixample,7,la Dreta de l'Eixample,75,20297
127,2017,2,Eixample,7,la Dreta de l'Eixample,74,20896
126,2017,2,Eixample,7,la Dreta de l'Eixample,73,20858
125,2017,2,Eixample,7,la Dreta de l'Eixample,72,24078
124,2017,2,Eixample,7,la Dreta de l'Eixample,71,21082
123,2017,2,Eixample,7,la Dreta de l'Eixample,70,19480
122,2017,2,Eixample,7,la Dreta de l'Eixample,69,20079
121,2017,2,Eixample,7,la Dreta de l'Eixample,68,16980
120,2017,2,Eixample,7,la Dreta de l'Eixample,67,16563
119,2017,2,Eixample,7,la Dreta de l'Eixample,66,18641
118,2017,2,Eixample,7,la Dreta de l'Eixample,65,19139
117,2017,2,Eixample,7,la Dreta de l'Eixample,64,22272
116,2017,2,Eixample,7,la Dreta de l'Eixample,63,25925
115,2017,2,Eixample,7,la Dreta de l'Eixample,62,19945
114,2017,2,Eixample,7,la Dreta de l'Eixample,61,16258
113,2017,2,Eixample,7,la Dreta de l'Eixample,60,18931
112,2017,2,Eixample,7,la Dreta de l'Eixample,59,20515
111,2017,2,Eixample,7,la Dreta de l'Eixample,58,19826
110,2017,2,Eixample,7,la Dreta de l'Eixample,57,21575
109,2017,2,Eixample,7,la Dreta de l'Eixample,56,17141
108,2017,2,Eixample,7,la Dreta de l'Eixample,55,17667
107,2017,2,Eixample,6,la Sagrada Família,54,16703
106,2017,2,Eixample,6,la Sagrada Família,53,16615
105,2017,2,Eixample,6,la Sagrada Família,52,16228
104,2017,2,Eixample,6,la Sagrada Família,51,15410
103,2017,2,Eixample,6,la Sagrada Família,50,15316
102,2017,2,Eixample,6,la Sagrada Família,49,14250
101,2017,2,Eixample,6,la Sagrada Família,48,15157
