,Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros 
1067,2015,10,Sant Martí,71,Provençals del Poblenou,237,11378
364,2015,4,Les Corts,19,les Corts,21,23402
363,2015,4,Les Corts,19,les Corts,20,19480
362,2015,4,Les Corts,19,les Corts,19,23593
361,2015,4,Les Corts,19,les Corts,18,20301
360,2015,4,Les Corts,19,les Corts,17,19425
359,2015,4,Les Corts,19,les Corts,16,19386
358,2015,4,Les Corts,19,les Corts,15,19352
357,2015,4,Les Corts,19,les Corts,14,20076
356,2015,4,Les Corts,19,les Corts,13,19920
355,2015,4,Les Corts,19,les Corts,12,18593
354,2015,4,Les Corts,19,les Corts,11,21043
353,2015,4,Les Corts,19,les Corts,10,18727
352,2015,4,Les Corts,19,les Corts,9,16737
351,2015,4,Les Corts,19,les Corts,8,15366
350,2015,4,Les Corts,19,les Corts,7,14731
349,2015,4,Les Corts,19,les Corts,6,16742
348,2015,4,Les Corts,19,les Corts,5,17163
347,2015,4,Les Corts,19,les Corts,4,17189
346,2015,4,Les Corts,19,les Corts,3,17199
345,2015,4,Les Corts,19,les Corts,2,19577
344,2015,4,Les Corts,19,les Corts,1,16411
343,2015,3,Sants-Montjuïc,13,la Marina de Port,213,9297
342,2015,3,Sants-Montjuïc,13,la Marina de Port,212,11665
341,2015,3,Sants-Montjuïc,13,la Marina de Port,211,12460
340,2015,3,Sants-Montjuïc,18,Sants,114,17899
339,2015,3,Sants-Montjuïc,18,Sants,113,19264
338,2015,3,Sants-Montjuïc,18,Sants,112,16971
337,2015,3,Sants-Montjuïc,18,Sants,111,14117
336,2015,3,Sants-Montjuïc,18,Sants,110,14848
365,2015,4,Les Corts,19,les Corts,22,19511
335,2015,3,Sants-Montjuïc,18,Sants,109,13946
366,2015,4,Les Corts,19,les Corts,23,28350
368,2015,4,Les Corts,19,les Corts,25,17956
397,2015,4,Les Corts,21,Pedralbes,54,28183
396,2015,4,Les Corts,21,Pedralbes,53,19894
395,2015,4,Les Corts,21,Pedralbes,52,28350
394,2015,4,Les Corts,21,Pedralbes,51,20310
393,2015,4,Les Corts,21,Pedralbes,50,28315
392,2015,4,Les Corts,20,la Maternitat i Sant Ramon,49,23996
391,2015,4,Les Corts,20,la Maternitat i Sant Ramon,48,19332
390,2015,4,Les Corts,20,la Maternitat i Sant Ramon,47,18437
389,2015,4,Les Corts,20,la Maternitat i Sant Ramon,46,21698
388,2015,4,Les Corts,20,la Maternitat i Sant Ramon,45,15028
387,2015,4,Les Corts,20,la Maternitat i Sant Ramon,44,15817
386,2015,4,Les Corts,20,la Maternitat i Sant Ramon,43,19862
385,2015,4,Les Corts,20,la Maternitat i Sant Ramon,42,14302
384,2015,4,Les Corts,20,la Maternitat i Sant Ramon,41,14042
383,2015,4,Les Corts,20,la Maternitat i Sant Ramon,40,12838
382,2015,4,Les Corts,20,la Maternitat i Sant Ramon,39,15638
381,2015,4,Les Corts,20,la Maternitat i Sant Ramon,38,17378
380,2015,4,Les Corts,20,la Maternitat i Sant Ramon,37,16927
379,2015,4,Les Corts,20,la Maternitat i Sant Ramon,36,14163
378,2015,4,Les Corts,19,les Corts,35,19986
377,2015,4,Les Corts,19,les Corts,34,21456
376,2015,4,Les Corts,19,les Corts,33,16314
375,2015,4,Les Corts,19,les Corts,32,17162
374,2015,4,Les Corts,19,les Corts,31,14956
373,2015,4,Les Corts,19,les Corts,30,21045
372,2015,4,Les Corts,19,les Corts,29,20846
371,2015,4,Les Corts,19,les Corts,28,17895
370,2015,4,Les Corts,19,les Corts,27,19284
369,2015,4,Les Corts,19,les Corts,26,18008
367,2015,4,Les Corts,19,les Corts,24,28329
334,2015,3,Sants-Montjuïc,18,Sants,108,13167
333,2015,3,Sants-Montjuïc,18,Sants,107,15774
332,2015,3,Sants-Montjuïc,18,Sants,106,13125
297,2015,3,Sants-Montjuïc,17,Sants - Badal,71,11381
296,2015,3,Sants-Montjuïc,17,Sants - Badal,70,11889
295,2015,3,Sants-Montjuïc,16,la Bordeta,69,14302
294,2015,3,Sants-Montjuïc,16,la Bordeta,68,13376
293,2015,3,Sants-Montjuïc,16,la Bordeta,67,13457
292,2015,3,Sants-Montjuïc,16,la Bordeta,66,12941
291,2015,3,Sants-Montjuïc,16,la Bordeta,65,13842
290,2015,3,Sants-Montjuïc,16,la Bordeta,64,13741
289,2015,3,Sants-Montjuïc,16,la Bordeta,63,11942
288,2015,3,Sants-Montjuïc,16,la Bordeta,62,13045
287,2015,3,Sants-Montjuïc,16,la Bordeta,61,12643
286,2015,3,Sants-Montjuïc,16,la Bordeta,60,14449
285,2015,3,Sants-Montjuïc,16,la Bordeta,59,12286
284,2015,3,Sants-Montjuïc,16,la Bordeta,58,15190
283,2015,3,Sants-Montjuïc,16,la Bordeta,57,12697
282,2015,3,Sants-Montjuïc,15,Hostafrancs,56,14336
281,2015,3,Sants-Montjuïc,15,Hostafrancs,55,13505
280,2015,3,Sants-Montjuïc,15,Hostafrancs,54,14207
279,2015,3,Sants-Montjuïc,15,Hostafrancs,53,11950
278,2015,3,Sants-Montjuïc,15,Hostafrancs,52,11381
277,2015,3,Sants-Montjuïc,15,Hostafrancs,51,11683
276,2015,3,Sants-Montjuïc,15,Hostafrancs,50,13779
275,2015,3,Sants-Montjuïc,15,Hostafrancs,49,13973
274,2015,3,Sants-Montjuïc,15,Hostafrancs,48,16361
273,2015,3,Sants-Montjuïc,15,Hostafrancs,47,12525
272,2015,3,Sants-Montjuïc,14,la Font de la Guatlla,46,17089
271,2015,3,Sants-Montjuïc,14,la Font de la Guatlla,45,14098
270,2015,3,Sants-Montjuïc,14,la Font de la Guatlla,44,12275
269,2015,3,Sants-Montjuïc,14,la Font de la Guatlla,43,13296
298,2015,3,Sants-Montjuïc,17,Sants - Badal,72,11743
299,2015,3,Sants-Montjuïc,17,Sants - Badal,73,14000
300,2015,3,Sants-Montjuïc,17,Sants - Badal,74,12816
301,2015,3,Sants-Montjuïc,17,Sants - Badal,75,12802
331,2015,3,Sants-Montjuïc,18,Sants,105,12415
330,2015,3,Sants-Montjuïc,18,Sants,104,12908
329,2015,3,Sants-Montjuïc,18,Sants,103,14383
328,2015,3,Sants-Montjuïc,18,Sants,102,14250
327,2015,3,Sants-Montjuïc,18,Sants,101,12621
326,2015,3,Sants-Montjuïc,18,Sants,100,13396
325,2015,3,Sants-Montjuïc,18,Sants,99,13446
324,2015,3,Sants-Montjuïc,18,Sants,98,11718
323,2015,3,Sants-Montjuïc,18,Sants,97,9088
322,2015,3,Sants-Montjuïc,18,Sants,96,12512
321,2015,3,Sants-Montjuïc,18,Sants,95,13783
320,2015,3,Sants-Montjuïc,18,Sants,94,15785
319,2015,3,Sants-Montjuïc,18,Sants,93,14873
318,2015,3,Sants-Montjuïc,18,Sants,92,13822
398,2015,4,Les Corts,21,Pedralbes,55,28350
317,2015,3,Sants-Montjuïc,18,Sants,91,14926
315,2015,3,Sants-Montjuïc,18,Sants,89,16726
314,2015,3,Sants-Montjuïc,18,Sants,88,14073
313,2015,3,Sants-Montjuïc,18,Sants,87,16618
312,2015,3,Sants-Montjuïc,18,Sants,86,18919
311,2015,3,Sants-Montjuïc,17,Sants - Badal,85,13797
310,2015,3,Sants-Montjuïc,17,Sants - Badal,84,14764
309,2015,3,Sants-Montjuïc,17,Sants - Badal,83,17566
308,2015,3,Sants-Montjuïc,17,Sants - Badal,82,15599
307,2015,3,Sants-Montjuïc,17,Sants - Badal,81,13893
306,2015,3,Sants-Montjuïc,17,Sants - Badal,80,13484
305,2015,3,Sants-Montjuïc,17,Sants - Badal,79,11323
304,2015,3,Sants-Montjuïc,17,Sants - Badal,78,12846
303,2015,3,Sants-Montjuïc,17,Sants - Badal,77,12947
302,2015,3,Sants-Montjuïc,17,Sants - Badal,76,13124
316,2015,3,Sants-Montjuïc,18,Sants,90,18478
399,2015,4,Les Corts,21,Pedralbes,56,28350
400,2015,4,Les Corts,20,la Maternitat i Sant Ramon,84,22195
401,2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,12602
497,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,97,20332
496,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,96,17627
495,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,95,17723
494,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,94,22752
493,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,93,20102
492,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,92,23037
491,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,91,19101
490,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,90,19210
489,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,89,20944
488,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,88,19169
487,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,87,20199
486,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,86,18249
485,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,85,17187
484,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,84,17615
483,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,83,18647
482,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,82,18030
481,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,81,19980
480,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,80,18227
479,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,79,21226
478,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,78,21920
477,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,77,22673
476,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,76,22173
475,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,75,21316
474,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,74,23267
473,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,73,20071
472,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,72,21785
471,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,71,19036
470,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,70,20128
469,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,69,20972
498,2015,5,Sarrià-Sant Gervasi,27,el Putget i Farró,98,18959
499,2015,6,Gràcia,28,Vallcarca i els Penitents,1,16059
500,2015,6,Gràcia,28,Vallcarca i els Penitents,2,16180
501,2015,6,Gràcia,28,Vallcarca i els Penitents,3,14936
531,2015,6,Gràcia,31,Vila de Gràcia,34,15093
530,2015,6,Gràcia,31,Vila de Gràcia,33,16177
529,2015,6,Gràcia,31,Vila de Gràcia,32,14364
528,2015,6,Gràcia,31,Vila de Gràcia,31,15542
527,2015,6,Gràcia,31,Vila de Gràcia,30,14370
526,2015,6,Gràcia,31,Vila de Gràcia,29,16920
525,2015,6,Gràcia,31,Vila de Gràcia,28,14956
524,2015,6,Gràcia,30,la Salut,27,18398
523,2015,6,Gràcia,30,la Salut,26,15020
522,2015,6,Gràcia,30,la Salut,25,17469
521,2015,6,Gràcia,30,la Salut,24,17003
520,2015,6,Gràcia,30,la Salut,23,21083
519,2015,6,Gràcia,30,la Salut,22,16160
518,2015,6,Gràcia,30,la Salut,21,18115
468,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,68,21713
517,2015,6,Gràcia,30,la Salut,20,15647
515,2015,6,Gràcia,30,la Salut,18,15291
514,2015,6,Gràcia,29,el Coll,17,12866
513,2015,6,Gràcia,29,el Coll,16,12288
512,2015,6,Gràcia,29,el Coll,15,12637
511,2015,6,Gràcia,29,el Coll,14,14678
510,2015,6,Gràcia,29,el Coll,13,15585
509,2015,6,Gràcia,28,Vallcarca i els Penitents,12,22176
508,2015,6,Gràcia,28,Vallcarca i els Penitents,11,17834
507,2015,6,Gràcia,28,Vallcarca i els Penitents,10,18182
506,2015,6,Gràcia,28,Vallcarca i els Penitents,9,26603
505,2015,6,Gràcia,28,Vallcarca i els Penitents,8,16099
504,2015,6,Gràcia,28,Vallcarca i els Penitents,7,17113
503,2015,6,Gràcia,28,Vallcarca i els Penitents,6,20384
502,2015,6,Gràcia,28,Vallcarca i els Penitents,4,16410
516,2015,6,Gràcia,30,la Salut,19,15160
268,2015,3,Sants-Montjuïc,14,la Font de la Guatlla,42,12412
467,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,67,23783
465,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,65,22285
430,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,30,28350
429,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,29,28008
428,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,28,26593
427,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,27,28350
426,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,26,28350
425,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,25,28350
424,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,24,28350
423,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,23,18849
422,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,22,27241
421,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,21,28350
420,2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,20,23779
419,2015,5,Sarrià-Sant Gervasi,23,Sarrià,19,26561
418,2015,5,Sarrià-Sant Gervasi,23,Sarrià,18,21396
417,2015,5,Sarrià-Sant Gervasi,23,Sarrià,17,27672
416,2015,5,Sarrià-Sant Gervasi,23,Sarrià,16,17562
415,2015,5,Sarrià-Sant Gervasi,23,Sarrià,15,20272
414,2015,5,Sarrià-Sant Gervasi,23,Sarrià,14,22082
413,2015,5,Sarrià-Sant Gervasi,23,Sarrià,13,20324
412,2015,5,Sarrià-Sant Gervasi,23,Sarrià,12,19600
411,2015,5,Sarrià-Sant Gervasi,23,Sarrià,11,22091
410,2015,5,Sarrià-Sant Gervasi,23,Sarrià,10,20366
409,2015,5,Sarrià-Sant Gervasi,23,Sarrià,9,21801
408,2015,5,Sarrià-Sant Gervasi,23,Sarrià,8,23373
407,2015,5,Sarrià-Sant Gervasi,23,Sarrià,7,23995
406,2015,5,Sarrià-Sant Gervasi,23,Sarrià,6,28350
405,2015,5,Sarrià-Sant Gervasi,23,Sarrià,5,24007
404,2015,5,Sarrià-Sant Gervasi,23,Sarrià,4,25023
403,2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,18708
402,2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,21535
431,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,31,28350
432,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,32,28350
433,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,33,27566
434,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,34,20220
464,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,64,24525
463,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,63,22393
462,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,62,25098
461,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,61,19341
460,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,60,28350
459,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,59,28350
458,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,58,24653
457,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,57,28350
456,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,56,28350
455,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,55,28350
454,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,54,28350
453,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,53,28350
452,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,52,28350
451,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,51,24906
466,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,66,25811
450,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,50,21588
448,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,48,25074
447,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,47,23352
446,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,46,28350
445,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,45,21574
444,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44,17872
443,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,43,20209
442,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,42,20374
441,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41,18416
440,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40,18547
439,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,39,24388
438,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,38,18858
437,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,37,21421
436,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,36,25810
435,2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,35,28350
449,2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,49,28350
533,2015,6,Gràcia,31,Vila de Gràcia,36,18372
267,2015,3,Sants-Montjuïc,14,la Font de la Guatlla,41,12582
265,2015,3,Sants-Montjuïc,13,la Marina de Port,39,9067
97,2015,2,Eixample,6,la Sagrada Família,44,13938
96,2015,2,Eixample,6,la Sagrada Família,43,16395
95,2015,2,Eixample,6,la Sagrada Família,42,17506
94,2015,2,Eixample,6,la Sagrada Família,41,15532
93,2015,2,Eixample,6,la Sagrada Família,40,13883
92,2015,2,Eixample,6,la Sagrada Família,39,14294
91,2015,2,Eixample,6,la Sagrada Família,38,16916
90,2015,2,Eixample,6,la Sagrada Família,37,16940
89,2015,2,Eixample,6,la Sagrada Família,36,17443
88,2015,2,Eixample,6,la Sagrada Família,35,15446
87,2015,2,Eixample,6,la Sagrada Família,34,13395
86,2015,2,Eixample,6,la Sagrada Família,33,15076
85,2015,2,Eixample,6,la Sagrada Família,32,15757
84,2015,2,Eixample,6,la Sagrada Família,31,17872
83,2015,2,Eixample,6,la Sagrada Família,30,12762
82,2015,2,Eixample,6,la Sagrada Família,29,14040
81,2015,2,Eixample,6,la Sagrada Família,28,15423
80,2015,2,Eixample,6,la Sagrada Família,27,16722
79,2015,2,Eixample,6,la Sagrada Família,26,15427
78,2015,2,Eixample,6,la Sagrada Família,25,15059
77,2015,2,Eixample,6,la Sagrada Família,24,14273
76,2015,2,Eixample,6,la Sagrada Família,23,15685
75,2015,2,Eixample,6,la Sagrada Família,22,15500
74,2015,2,Eixample,6,la Sagrada Família,21,14816
73,2015,2,Eixample,5,el Fort Pienc,20,14185
72,2015,2,Eixample,5,el Fort Pienc,19,15312
71,2015,2,Eixample,5,el Fort Pienc,18,17284
70,2015,2,Eixample,5,el Fort Pienc,17,16624
69,2015,2,Eixample,5,el Fort Pienc,16,16813
98,2015,2,Eixample,6,la Sagrada Família,45,16281
68,2015,2,Eixample,5,el Fort Pienc,15,13637
99,2015,2,Eixample,6,la Sagrada Família,46,14253
101,2015,2,Eixample,6,la Sagrada Família,48,15035
130,2015,2,Eixample,7,la Dreta de l'Eixample,77,22163
129,2015,2,Eixample,7,la Dreta de l'Eixample,76,20078
128,2015,2,Eixample,7,la Dreta de l'Eixample,75,17179
127,2015,2,Eixample,7,la Dreta de l'Eixample,74,19254
126,2015,2,Eixample,7,la Dreta de l'Eixample,73,19421
125,2015,2,Eixample,7,la Dreta de l'Eixample,72,21388
124,2015,2,Eixample,7,la Dreta de l'Eixample,71,19783
123,2015,2,Eixample,7,la Dreta de l'Eixample,70,19525
122,2015,2,Eixample,7,la Dreta de l'Eixample,69,18812
121,2015,2,Eixample,7,la Dreta de l'Eixample,68,16183
120,2015,2,Eixample,7,la Dreta de l'Eixample,67,15359
119,2015,2,Eixample,7,la Dreta de l'Eixample,66,17838
118,2015,2,Eixample,7,la Dreta de l'Eixample,65,18021
117,2015,2,Eixample,7,la Dreta de l'Eixample,64,21470
116,2015,2,Eixample,7,la Dreta de l'Eixample,63,24794
115,2015,2,Eixample,7,la Dreta de l'Eixample,62,18289
114,2015,2,Eixample,7,la Dreta de l'Eixample,61,15374
113,2015,2,Eixample,7,la Dreta de l'Eixample,60,17639
112,2015,2,Eixample,7,la Dreta de l'Eixample,59,19355
111,2015,2,Eixample,7,la Dreta de l'Eixample,58,18479
110,2015,2,Eixample,7,la Dreta de l'Eixample,57,20260
109,2015,2,Eixample,7,la Dreta de l'Eixample,56,16965
108,2015,2,Eixample,7,la Dreta de l'Eixample,55,17038
107,2015,2,Eixample,6,la Sagrada Família,54,16329
106,2015,2,Eixample,6,la Sagrada Família,53,15699
105,2015,2,Eixample,6,la Sagrada Família,52,14829
104,2015,2,Eixample,6,la Sagrada Família,51,15203
103,2015,2,Eixample,6,la Sagrada Família,50,14958
102,2015,2,Eixample,6,la Sagrada Família,49,14364
100,2015,2,Eixample,6,la Sagrada Família,47,14995
67,2015,2,Eixample,5,el Fort Pienc,14,12481
66,2015,2,Eixample,5,el Fort Pienc,13,13470
65,2015,2,Eixample,5,el Fort Pienc,12,13357
30,2015,1,Ciutat Vella,3,la Barceloneta,32,12350
29,2015,1,Ciutat Vella,2,el Gòtic,31,10290
28,2015,1,Ciutat Vella,2,el Gòtic,30,9946
27,2015,1,Ciutat Vella,2,el Gòtic,29,9850
26,2015,1,Ciutat Vella,2,el Gòtic,28,11239
25,2015,1,Ciutat Vella,2,el Gòtic,27,10935
24,2015,1,Ciutat Vella,2,el Gòtic,26,10794
23,2015,1,Ciutat Vella,2,el Gòtic,25,11266
22,2015,1,Ciutat Vella,2,el Gòtic,23,13414
21,2015,1,Ciutat Vella,2,el Gòtic,22,15293
20,2015,1,Ciutat Vella,1,el Raval,21,12178
19,2015,1,Ciutat Vella,1,el Raval,20,12519
18,2015,1,Ciutat Vella,1,el Raval,19,7701
17,2015,1,Ciutat Vella,1,el Raval,18,8095
16,2015,1,Ciutat Vella,1,el Raval,17,7641
15,2015,1,Ciutat Vella,1,el Raval,16,8376
14,2015,1,Ciutat Vella,1,el Raval,15,8745
13,2015,1,Ciutat Vella,1,el Raval,14,8452
12,2015,1,Ciutat Vella,1,el Raval,13,9663
11,2015,1,Ciutat Vella,1,el Raval,12,8889
10,2015,1,Ciutat Vella,1,el Raval,11,6891
9,2015,1,Ciutat Vella,1,el Raval,10,7013
8,2015,1,Ciutat Vella,1,el Raval,9,8513
7,2015,1,Ciutat Vella,1,el Raval,8,6345
6,2015,1,Ciutat Vella,1,el Raval,7,7804
5,2015,1,Ciutat Vella,1,el Raval,6,8697
4,2015,1,Ciutat Vella,1,el Raval,5,7690
3,2015,1,Ciutat Vella,1,el Raval,4,9346
2,2015,1,Ciutat Vella,1,el Raval,3,7300
31,2015,1,Ciutat Vella,3,la Barceloneta,33,10350
32,2015,1,Ciutat Vella,3,la Barceloneta,34,10097
33,2015,1,Ciutat Vella,3,la Barceloneta,35,10176
34,2015,1,Ciutat Vella,3,la Barceloneta,36,10884
64,2015,2,Eixample,5,el Fort Pienc,11,16826
63,2015,2,Eixample,5,el Fort Pienc,10,15578
62,2015,2,Eixample,5,el Fort Pienc,9,15994
61,2015,2,Eixample,5,el Fort Pienc,8,16397
60,2015,2,Eixample,5,el Fort Pienc,7,18084
59,2015,2,Eixample,5,el Fort Pienc,6,17366
58,2015,2,Eixample,5,el Fort Pienc,5,17322
57,2015,2,Eixample,5,el Fort Pienc,4,12746
56,2015,2,Eixample,5,el Fort Pienc,3,16433
55,2015,2,Eixample,5,el Fort Pienc,2,13938
54,2015,2,Eixample,5,el Fort Pienc,1,14983
53,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,14521
52,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,10540
51,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,10271
131,2015,2,Eixample,7,la Dreta de l'Eixample,78,22484
50,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,14013
48,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,11114
47,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,11702
46,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,8501
45,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,10190
44,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,10627
43,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,11774
42,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,14447
41,2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,14882
40,2015,1,Ciutat Vella,3,la Barceloneta,42,11760
39,2015,1,Ciutat Vella,3,la Barceloneta,41,9911
38,2015,1,Ciutat Vella,3,la Barceloneta,40,11972
37,2015,1,Ciutat Vella,3,la Barceloneta,39,11337
